id	name_es	name_en	country_id
MK-72	Struga	Struga	MK
MK-73	Strumica	Strumica	MK
MK-74	Studeničani	Studeničani	MK
MK-75	Tearce	Tearce	MK
MK-76	Tetovo	Tetovo	MK
MK-78	Centar Župa	Centar Župa	MK
MK-80	Caska	Čaška	MK
MK-81	Cesinovo-Obleševo	Češinovo-Obleševo	MK
MK-82	Čučer Sandevo	Čučer Sandevo	MK
MK-83	Štip	Štip	MK
MK-85	Skopje	Skopje	MK
ML-1	Kayes	Kayes	ML
ML-2	Koulikoro	Koulikoro	ML
ML-3	Sikasso	Sikasso	ML
ML-4	Segou	Segou	ML
ML-5	Mopti	Mopti	ML
ML-6	Tombuctú	Timbuktu	ML
ML-7	Gao	Gao	ML
ML-8	Kidal	Kidal	ML
ML-BKO	Bamako	Bamako	ML
MM-01	Sagaing	Sagaing	MM
MM-02	Bago	Bago	MM
MM-03	Magway	Magway	MM
MM-04	Mandalay	Mandalay	MM
MM-05	Tanintharyi	Tanintharyi	MM
MM-06	Yangon	Yangon	MM
MM-07	Ayeyarwady	Ayeyarwady	MM
MM-11	Kachin	Kachin	MM
MM-12	Kayah	Kayah	MM
MM-13	Kayin	Kayin	MM
MM-14	Barbilla	Chin	MM
MM-15	Lun	Mon	MM
MM-16	Rakhine	Rakhine	MM
MM-17	Shan	Shan	MM
MM-18	Nay Pyi Taw	Nay Pyi Taw	MM
MN-037	Darhan	Darhan	MN
MN-041	Hovsgol	Hovsgol	MN
MN-043	Hovd	Hovd	MN
MN-046	Uvs	Uvs	MN
MN-047	Tov	Tov	MN
MN-049	Selenge	Selenge	MN
MN-051	Suhbaatar	Suhbaatar	MN
MN-053	Omnogovi	Omnogovi	MN
MN-055	Ovorhangay	Ovorhangay	MN
MN-057	Dzavhan	Dzavhan	MN
MN-059	Dundgovi	Dundgovi	MN
MN-061	Dornod	Dornod	MN
MN-063	Dornogovi	Dornogovi	MN
MN-064	Govi-Sumber	Govi-Sumber	MN
MN-065	Govi-Altay	Govi-Altay	MN
MN-067	Bulgan	Bulgan	MN
MN-069	Bayanhongor	Bayanhongor	MN
MN-071	Bayan-Olgiy	Bayan-Olgiy	MN
MN-073	Arhangay	Arhangay	MN
MN-1	Ulaanbaatar	Ulaanbaatar	MN
MO-MO	Macao	Macao	MO
MP-0	Islas Del Norte	Northern Islands	MP
MP-1	Lista	Rota	MP
MP-2	Saipan	Saipan	MP
MP-3	Tinian	Tinian	MP
MQ-MQ	Martinica	Martinique	MQ
MR-01	Hodh Chargui	Hodh Ech Chargui	MR
MR-02	Hodh El Gharbi	Hodh El Gharbi	MR
MR-03	Assaba	Assaba	MR
MR-04	Gorgol	Gorgol	MR
MR-05	Brakna	Brakna	MR
MR-06	Trarza	Trarza	MR
MR-07	Adrar	Adrar	MR
MR-08	Dakhlet Nouadhibou	Dakhlet Nouadhibou	MR
MR-09	Tagant	Tagant	MR
MR-10	Guidimaka	Guidimaka	MR
MR-11	Tiris Zemmour	Tiris Zemmour	MR
MR-12	Inchiri	Inchiri	MR
MR-13	Nouakchott West	Nouakchott West	MR
MR-14	Nouakchott Norte	Nouakchott North	MR
MR-15	Nouakchott Sur	Nouakchott South	MR
MS-0	San Antonio	Saint Anthony	MS
MS-1	Saint Georges	Saint Georges	MS
MS-2	San Pedro	Saint Peter'S	MS
MT-01	Attard	Attard	MT
MT-02	Balzan	Balzan	MT
MT-03	Birgu	Birgu	MT
MT-04	Birkirkara	Birkirkara	MT
MT-05	Birżebbuġa	Birżebbuġa	MT
MT-06	Cospicua	Cospicua	MT
MT-07	Dingli	Dingli	MT
MT-08	Fgura	Fgura	MT
MT-09	Floriana	Floriana	MT
MT-10	Fontana	Fontana	MT
MT-11	Judá	Judah	MT
MT-12	Gzira	Gzira	MT
MT-13	Ghajnsielem	Ghajnsielem	MT
MT-14	Gharb	Gharb	MT
MT-15	Gharghur	Gharghur	MT
MT-16	Ghasri	Ghasri	MT
MT-17	Ghaxaq	Ghaxaq	MT
MT-18	Hamrun	Hamrun	MT
MT-19	Iklin	Iklin	MT
MT-20	Isla	Isla	MT
MT-21	Kalkara	Kalkara	MT
MT-22	Kercem	Kercem	MT
MT-23	Kirkop	Kirkop	MT
MT-24	Lija	Lija	MT
MT-25	Lucas	Luke	MT
MT-26	Marsa	Marsa	MT
MT-27	Marsascala	Marsascala	MT
MT-28	Marsaxlokk	Marsaxlokk	MT
MT-29	Mdina	Mdina	MT
MT-30	Mellieha	Mellieha	MT
MT-31	Mġarr	Mġarr	MT
MT-32	Mosta	Mosta	MT
MT-33	Mqabba	Mqabba	MT
MT-34	Msida	Msida	MT
MT-35	Mtarfa	Mtarfa	MT
MT-36	Munxar	Munxar	MT
MT-37	Nadur	Nadur	MT
MT-38	Naxxar	Naxxar	MT
MT-39	Paola	Paola	MT
MT-40	Pembroke	Pembroke	MT
MT-41	Piedad	Pietà	MT
MT-42	Qala	Qala	MT
MT-43	Qormi	Qormi	MT
MT-44	Qrendi	Qrendi	MT
MT-45	Victoria	Victoria	MT
MT-46	Rabat Malta	Rabat Malta	MT
MT-47	Safi	Safi	MT
MT-48	St. Julians	St. Julians	MT
MT-49	San Juan	St John	MT
MT-50	San Lorenzo	St. Lawrence	MT
MT-51	Bahía De St. Paul	St. Paul'S Bay	MT
MT-52	Sannat	Sannat	MT
MT-53	Santa Lucía	Saint Lucia	MT
MT-54	Venera	Venera	MT
MT-55	Siggiewi	Siggiewi	MT
MT-56	Sliema	Sliema	MT
MT-57	Swieqi	Swieqi	MT
MT-58	Tai Xbiex	Tai Xbiex	MT
MT-59	Tarzien	Tarzien	MT
MT-60	Valletta	Valletta	MT
MT-61	Xaghra	Xaghra	MT
MT-62	Xewkija	Xewkija	MT
MT-63	Xghajra	Xgħajra	MT
MT-64	Żabbar	Żabbar	MT
MT-65	Ghawde	Ghawde	MT
MT-66	Żebbuġ	Żebbuġ	MT
MT-67	Zejtun	Zejtun	MT
MT-68	Zurrieq	Zurrieq	MT
MU-AG	Islas Agalega	Agalega Islands	MU
MU-BL	Río Negro	Black River	MU
MU-BR	Beau Bassin-Rose Hill	Beau Bassin-Rose Hill	MU
MU-CC	Islas Saint Brandon	Saint Brandon Islands	MU
MU-CP	Vacoas-Phoenix	Vacoas-Phoenix	MU
MU-CU	Curepipe	Curepipe	MU
MU-FL	Flacq	Flacq	MU
MU-GP	Grand Port	Grand Port	MU
MU-MO	Moka	Moka	MU
MU-PA	Pamplemousses	Pamplemousses	MU
MU-PL	Port Louis	Port Louis	MU
MU-PU	Port Louis (Ciudad)	Port Louis (City)	MU
MU-PW	Plaines Wilhems	Plaines Wilhems	MU
MU-RO	Isla Rodrigues	Rodrigues Island	MU
MU-RR	Riviere Du Rempart	Riviere Du Rempart	MU
MU-SA	Savanne	Savanne	MU
MV-00	Alifu Dhaalu	Alifu Dhaalu	MV
MV-01	Seenu	Seenu	MV
MV-02	Alifu Alifu	Alifu Alifu	MV
MV-03	Lhaviyani	Lhaviyani	MV
MV-04	Vaavu	Vaavu	MV
MV-05	Laamu	Laamu	MV
MV-07	Haa Alifu	Haa Alifu	MV
MV-08	Thaa	Thaa	MV
MV-12	Meemu	Meemu	MV
MV-13	Raa	Raa	MV
MV-14	Faafu	Faafu	MV
MV-17	Dhaalu	Dhaalu	MV
MV-20	Balido	Baa	MV
MV-23	Haa Dhaalu	Haa Dhaalu	MV
MV-24	Shaviyani	Shaviyani	MV
MV-25	Noonu	Noonu	MV
MV-26	Kaafu	Kaafu	MV
MV-27	Gaafu Alifu	Gaafu Alifu	MV
MV-28	Gaafu Dhaalu	Gaafu Dhaalu	MV
MV-29	Gnaviyani	Gnaviyani	MV
MV-MLE	Masculino	Malé	MV
MW-BA	Balaka	Balaka	MW
MW-BL	Blantyre	Blantyre	MW
MW-CK	Chikwawa	Chikwawa	MW
MW-CR	Chiradzulu	Chiradzulu	MW
MW-CT	Chitipa	Chitipa	MW
MW-DE	Dedza	Dedza	MW
MW-DO	Dowa	Dowa	MW
MW-KR	Karonga	Karonga	MW
MW-KS	Kasungu	Kasungu	MW
MW-LI	Lilongwe	Lilongwe	MW
MW-LK	Likoma	Likoma	MW
MW-MC	Mchinji	Mchinji	MW
MW-MG	Mangochi	Mangochi	MW
MW-MH	Machinga	Machinga	MW
MW-MU	Mulanje	Mulanje	MW
MW-MW	Mwanza	Mwanza	MW
MW-MZ	Mzimba	Mzimba	MW
MW-NB	Nkhotakota	Nkhotakota	MW
MW-NE	Nkhata Bay	Nkhata Bay	MW
MW-NI	Ntchisi	Ntchisi	MW
MW-NS	Nsanje	Nsanje	MW
MW-NU	Ntcheu	Ntcheu	MW
MW-PH	Phalombe	Phalombe	MW
MW-RU	Rumphi	Rumphi	MW
MW-SA	Salima	Salima	MW
MW-TH	Thyolo	Thyolo	MW
MW-ZO	Zomba	Zomba	MW
MX-AGU	Aguascalientes	Aguascalientes	MX
MX-BCN	Baja California	Baja California	MX
MX-BCS	Baja California Sur	Baja California Sur	MX
MX-CAM	Campeche	Campeche	MX
MX-CHH	Chihuahua	Chihuahua	MX
MX-CHP	Chiapas	Chiapas	MX
MX-CMX	Ciudad De México	Mexico City	MX
MX-COA	Coahuila	Coahuila	MX
MX-COL	Colima	Colima	MX
MX-DUR	Durango	Durango	MX
MX-GRO	Guerrero	Guerrero	MX
MX-GUA	Guanajuato	Guanajuato	MX
MX-HID	Hidalgo	Hidalgo	MX
MX-JAL	Jalisco	Jalisco	MX
MX-MEX	Estado De México	Mexico State	MX
MX-MIC	Michoacán	Michoacán	MX
MX-MOR	Morelos	Morelos	MX
MX-NAY	Nayarit	Nayarit	MX
MX-NLE	Nuevo León	Nuevo Leon	MX
MX-OAX	Oaxaca	Oaxaca	MX
MX-PUE	Puebla	Puebla	MX
MX-QUE	Querétaro	Querétaro	MX
MX-ROO	Quintana Roo	Quintana Roo	MX
MX-SIN	Sinaloa	Sinaloa	MX
MX-SLP	San Luis Potosí	San Luis Potosi	MX
MX-SON	Sonora	Sonora	MX
MX-TAB	Tabasco	Tabasco	MX
MX-TAM	Tamaulipas	Tamaulipas	MX
MX-TLA	Tlaxcala	Tlaxcala	MX
MX-VER	Veracruz	Veracruz	MX
MX-YUC	Yucatán	Yucatán	MX
MX-ZAC	Zacatecas	Zacatecas	MX
MY-01	Johor	Johor	MY
MY-02	Kedah	Kedah	MY
MY-03	Kelantan	Kelantan	MY
MY-04	Melaka	Malacca	MY
MY-05	Negeri Sembilan	Negeri Sembilan	MY
MY-06	Pahang	Pahang	MY
MY-07	Penang	Penang	MY
MY-08	Plata	Silver	MY
MY-09	Perlis	Perlis	MY
MY-10	Selangor	Selangor	MY
MY-11	Terengganu	Terengganu	MY
MY-12	Sabah	Sabah	MY
MY-13	Sarawak	Sarawak	MY
MY-14	Kuala Lumpur	Kuala Lumpur	MY
MY-15	Labuan	Labuan	MY
MY-16	Putrajaya	Putrajaya	MY
MZ-A	Niassa	Niassa	MZ
MZ-B	Manica	Manica	MZ
MZ-G	Gaza	Gaza	MZ
MZ-I	Inhambane	Inhambane	MZ
MZ-L	Maputo	Maputo	MZ
MZ-MPM	Maputo (Ciudad)	Maputo (City)	MZ
MZ-N	Nampula	Nampula	MZ
MZ-P	Cabo Delgado	Cabo Delgado	MZ
MZ-Q	Zambezia	Zambezia	MZ
MZ-S	Sofala	Sofala	MZ
MZ-T	Tete	Tete	MZ
NA-CA	Zambezi	Zambezi	NA
NA-ER	Erongo	Erongo	NA
NA-HA	Hardap	Hardap	NA
NA-KA	Karas	Karas	NA
NA-KE	Este Kavango	Kavango East	NA
NA-KH	Khomas	Khomas	NA
NA-KU	Kunene	Kunene	NA
NA-KW	Kavango West	Kavango West	NA
NA-OD	Otjozondjupa	Otjozondjupa	NA
NA-OH	Omaheke	Omaheke	NA
NA-ON	Oshana	Oshana	NA
NA-OS	Omusati	Omusati	NA
NA-OT	Oshikoto	Oshikoto	NA
NA-OW	Ohangwena	Ohangwena	NA
NC-0	Islas De La Lealtad	Loyalty Islands	NC
NC-1	Norte	North	NC
NC-2	Sur	South	NC
NE-1	Agadez	Agadez	NE
NE-2	Diffa	Diffa	NE
NE-3	Dosso	Dosso	NE
NE-4	Maradi	Maradi	NE
NE-5	Tahoua	Tahoua	NE
NE-6	Tillabéri	Tillaberi	NE
NE-7	Zinder	Zinder	NE
NE-8	Niamey	Niamey	NE
NF-0	Isla Norfolk	Norfolk Island	NF
NG-AB	Abia	Abia	NG
NG-AD	Adamawa	Adamawa	NG
NG-AK	Akwa Ibom	Akwa Ibom	NG
NG-AN	Anambra	Anambra	NG
NG-BA	Bauchi	Bauchi	NG
NG-BE	Benue	Benue	NG
NG-BO	Borno	Borno	NG
NG-BY	Bayelsa	Bayelsa	NG
NG-CR	Cross River	Cross River	NG
NG-DE	Delta	Delta	NG
NG-EB	Ebonyi	Ebonyi	NG
NG-ED	Edo	Edo	NG
NG-EK	Ekiti	Ekiti	NG
NG-EN	Enugu	Enugu	NG
NG-FC	Territorio Capital Federal Abuja	Abuja Federal Capital Territory	NG
NG-GO	Gombe	Gombe	NG
NG-IM	Imo	Imo	NG
NG-JI	Jigawa	Jigawa	NG
NG-KD	Kaduna	Kaduna	NG
NG-KE	Kebbi	Kebbi	NG
NG-KN	Kano	Kano	NG
NG-KO	Kogi	Kogi	NG
NG-KT	Katsina	Katsina	NG
NG-KW	Kwara	Kwara	NG
NG-LA	Lagos	Lagos	NG
NG-NA	Nassarawa	Nassarawa	NG
NG-NI	Níger	Niger	NG
NG-OG	Ogun	Ogun	NG
NG-ON	Ondo	Ondo	NG
NG-OS	Osun	Osun	NG
NG-OY	Oyo	Oyo	NG
NG-PL	Meseta	Plateau	NG
NG-RI	Ríos	Rivers	NG
NG-SO	Sokoto	Sokoto	NG
NG-TA	Taraba	Taraba	NG
NG-YO	Yobe	Yobe	NG
NG-ZA	Zamfara	Zamfara	NG
NI-AN	Atlántico Norte	North Atlantic	NI
NI-AS	Atlántico Sur	South Atlantic	NI
NI-BO	Boaco	Boaco	NI
NI-CA	Carazo	Carazo	NI
NI-CI	Chinandega	Chinandega	NI
NI-CO	Chontales	Chontales	NI
NI-ES	Estelí	Estelí	NI
NI-GR	Granada	Granada	NI
NI-JI	Jinotega	Jinotega	NI
NI-LE	León	Lion	NI
NI-MD	Madriz	Madriz	NI
NI-MN	Managua	Managua	NI
NI-MS	Masaya	Masaya	NI
NI-MT	Matagalpa	Matagalpa	NI
NI-NS	Nueva Segovia	Nueva Segovia	NI
NI-RI	Rivas	Rivas	NI
NI-SJ	Río San Juan	San Juan River	NI
NL-DR	Drenthe	Drenthe	NL
NL-FL	Flevolanda	Flevoland	NL
NL-FR	Friesland	Friesland	NL
NL-GE	Gelderland	Gelderland	NL
NL-GR	Groningen	Groningen	NL
NL-LI	Limburg	Limburg	NL
NL-NB	Brabante Del Norte	North Brabant	NL
NL-NH	Holanda Del Norte	North Holland	NL
NL-OV	Overijssel	Overijssel	NL
NL-UT	Utrecht	Utrecht	NL
NL-ZE	Zelandia	Zealand	NL
NL-ZH	Holanda Del Sur	South-Holland	NL
NO-01	Østfold	Østfold	NO
NO-02	Akershus	Akershus	NO
NO-03	Oslo	Oslo	NO
NO-04	Hedmark	Hedmark	NO
NO-05	Oppland	Oppland	NO
NO-06	Buskerud	Buskerud	NO
NO-07	Vestfold	Vestfold	NO
NO-08	Telemark	Telemark	NO
NO-09	Aust-Agder	Aust-Agder	NO
NO-10	Vest-Agder	Vest-Agder	NO
NO-11	Rogaland	Rogaland	NO
NO-12	Hordaland	Hordaland	NO
NO-14	Sogn Og Fjordane	Sogn Og Fjordane	NO
NO-15	Más Og Romsdal	Møre And Romsdal	NO
NO-16	Sor-Trondelag	Sør Trøndelag	NO
NO-17	Nord-Trondelag	Nord-Trondelag	NO
NO-18	Nordland	Nordland	NO
NO-19	Troms	Troms	NO
NO-20	Finnmark	Finnmark	NO
NO-21	Svalbard	Svalbard	NO
NO-22	Jan Mayen	Jan Mayen	NO
NP-BA	Bagmati	Bagmati	NP
NP-BH	Bheri	Bheri	NP
NP-DH	Dhawalagiri	Dhawalagiri	NP
NP-GA	Gandaki	Gandaki	NP
NP-JA	Janakpur	Janakpur	NP
NP-KA	Karnali	Karnali	NP
NP-KO	Kosi	Kosi	NP
NP-LU	Lumbini	Lumbini	NP
NP-MA	Mahakali	Mahakali	NP
NP-ME	Mechi	Mechi	NP
NP-NA	Narayani	Narayani	NP
NP-RA	Rapti	Rapti	NP
NP-SA	Sagarmatha	Sagarmatha	NP
NP-SE	Seti	Seti	NP
NR-01	Aiwo	Aiwo	NR
NR-02	Anabar	Anabar	NR
NR-03	Anetan	Anetan	NR
NR-04	Anibare	Anibare	NR
NR-05	Baiti	Baiti	NR
NR-06	Boe	Boe	NR
NR-07	Buada	Buada	NR
NR-08	Denigomodu	Denigomodu	NR
NR-09	Ewa	Ewa	NR
NR-10	Ijuw	Ijuw	NR
NR-11	Meneng	Meneng	NR
NR-12	Nibok	Nibok	NR
NR-13	Uaboe	Uaboe	NR
NR-14	Yaren	Yaren	NR
NU-0	Niue	Niue	NU
NZ-AUK	Auckland	Auckland	NZ
NZ-BOP	Bay Of Plenty	Bay Of Plenty	NZ
NZ-CAN	Canterbury	Canterbury	NZ
NZ-CIT	Territorio De Las Islas Chatham	Chatham Islands Territory	NZ
NZ-GIS	Gisborne	Gisborne	NZ
NZ-HKB	Bahía De Hawke	Hawke'S Bay	NZ
NZ-MBH	Marlborough	Marlborough	NZ
NZ-MWT	Manawatu-Wanganui	Manawatu-Wanganui	NZ
NZ-NSN	Nelson	Nelson	NZ
NZ-NTL	Región Septentrional	Northland	NZ
NZ-OTA	Otago	Otago	NZ
NZ-STL	Southland	Southland	NZ
NZ-TAS	Tasman	Tasman	NZ
NZ-TKI	Taranaki	Taranaki	NZ
NZ-WGN	Wellington	Wellington	NZ
NZ-WKO	Waikato	Waikato	NZ
NZ-WTC	Costa Oeste	West Coast	NZ
OM-BJ	Sur Batinah	South Batinah	OM
OM-BS	Norte Batinah	North Batinah	OM
OM-BU	Buraimi	Buraimi	OM
OM-DA	Provincia Interior	Inner Province	OM
OM-MA	Mascate	Maskat City	OM
OM-MU	Musandam	Musandam	OM
OM-SJ	Sudeste	South East	OM
OM-SS	Noreste	North East	OM
OM-WU	Central	Central	OM
OM-ZA	Dhahirah	Dhahirah	OM
OM-ZU	Dhofar	Dhofar	OM
PA-1	Bocas Del Toro	Bocas Del Toro	PA
PA-10	Panamá Oeste	Western Panama	PA
PA-2	Coclé	Cocle	PA
PA-3	Colón	Colon	PA
PA-4	Chiriquí	Chiriquí	PA
PA-5	Darién	Darien	PA
PA-6	Herrera	Herrera	PA
PA-7	Los Santos	The Saints	PA
PA-8	Panamá	Panama	PA
PA-9	Veraguas	Veraguas	PA
PA-EM	Emberá	Embera	PA
PA-KY	Kuna Yala	Kuna Yala	PA
PA-NB	Ngäbe-Buglé	Ngäbe- Bugle	PA
PE-AMA	Amazonas	Amazon	PE
PE-ANC	Ancash	Ancash	PE
PE-APU	Apurimac	Apurimac	PE
PE-ARE	Arequipa	Arequipa	PE
PE-AYA	Ayacucho	Ayacucho	PE
PE-CAJ	Cajamarca	Cajamarca	PE
PE-CAL	Callao	Callao	PE
PE-CUS	Cusco	Cusco	PE
PE-HUC	Huanuco	Huanuco	PE
PE-HUV	Huancavelica	Huancavelica	PE
PE-ICA	Ica	Ica	PE
PE-JUN	Junin	Junin	PE
PE-LAL	La Libertad	La Libertad	PE
PE-LAM	Lambayeque	Lambayeque	PE
PE-LIM	Lima	Lime	PE
PE-LMA	Municipalidad Metropolitana De Lima	Municipality Of Lima	PE
PE-LOR	Loreto	Loreto	PE
PE-MDD	Madre De Dios	Madre De Dios	PE
PE-MOQ	Moquegua	Moquegua	PE
PE-PAS	Pasco	Pasco	PE
PE-PIU	Piura	Piura	PE
PE-PUN	Puno	Puno	PE
PE-SAM	San Martin	San Martin	PE
PE-TAC	Tacna	Tacna	PE
PE-TUM	Tumbes	Tumbes	PE
PE-UCA	Ucayali	Ucayali	PE
PF-0	Marquesas	Marquesas	PF
PF-1	Tuamotus	Tuamotus	PF
PF-2	Archipiélago Tubuai	Archipelago Tubuai	PF
PF-3	Islas De Barlovento	Windward Islands	PF
PF-4	Iles Sous-Le-Vent	Iles Sous-Le-Vent	PF
PG-CPK	Chimbu	Chimbu	PG
PG-CPM	Central	Central	PG
PG-EBR	Nueva Bretaña Del Este	East New Britain	PG
PG-EHG	Montañas Del Este	Eastern Highlands	PG
PG-EPW	Enga	Enga	PG
PG-ESW	Sepik	East Sepik	PG
PG-GPK	Golfo	Gulf	PG
PG-HLA	Hela	Hela	PG
PG-JWK	Jiwaka	Jiwaka	PG
PG-MBA	Milne Bay	Milne Bay	PG
PG-MOM	Madang	Madang	PG
PG-MPL	Morobe	Morobe	PG
PG-MRL	Manus	Manus	PG
PG-NCD	Port Moresby	Port Moresby	PG
PG-NIK	Nueva Irlanda	New Ireland	PG
PG-NPP	Del Norte	Northern	PG
PG-NSB	Bougainville	Bougainville	PG
PG-SAN	West Sepik	West Sepik	PG
PG-SHM	Southern Highlands	Southern Highlands	PG
PG-WBK	Nueva Bretaña Occidental	West New Britain	PG
PG-WHM	Western Highlands	Western Highlands	PG
PG-WPD	Occidental	Western	PG
PH-00	Luzón	National Capital Region	PH
PH-ABR	Abra	Abra	PH
PH-AGN	Agusan Del Norte	Agusan Del Norte	PH
PH-AGS	Agusan Del Sur	South Agusan	PH
PH-AKL	Aklan	Aklan	PH
PH-ALB	Albay	Albay	PH
PH-ANT	Antike	Antike	PH
PH-APA	Apayaw	Apayaw	PH
PH-AUR	Aurora	Aurora	PH
PH-BAN	Bataan	Bataan	PH
PH-BAS	Basilan	Basilan	PH
PH-BEN	Benget	Benget	PH
PH-BIL	Biliran	Biliran	PH
PH-BOH	Bohol	Bohol	PH
PH-BTG	Batangas	Batangas	PH
PH-BTN	Batanes	Batanes	PH
PH-BUK	Bukidnon	Bukidnon	PH
PH-BUL	Bulakan	Bulakan	PH
PH-CAG	Kagayan	Kagayan	PH
PH-CAM	Kamigin	Kamigin	PH
PH-CAN	Norte Kamarines	North Kamarines	PH
PH-CAP	Kapis	Kapis	PH
PH-CAS	Sur Kamarines	South Kamarines	PH
PH-CAT	Katanduwanes	Katanduwanes	PH
PH-CAV	Cavite	Cavite	PH
PH-CEB	Sebu	Sebu	PH
PH-COM	Valle De Compostela	Compostela Valley	PH
PH-DAO	Al Este De Davao	East Davao	PH
PH-DAS	El Sur De Davao	Southern Davao	PH
PH-DAV	Davao Del Norte	North Davao	PH
PH-DIN	Dinagat	Dinagat Islands	PH
PH-DVO	West Davao	West Davao	PH
PH-EAS	Eastern Samar	Eastern Samar	PH
PH-GUI	Gimaras	Gimaras	PH
PH-IFU	Ipugaw	Ipugaw	PH
PH-ILI	Iloilo	Iloilo	PH
PH-ILN	Norte Iloko	North Iloko	PH
PH-ILS	Sur Iloko	South Iloko	PH
PH-ISA	Isabela	Isabela	PH
PH-KAL	Kalinga	Kalinga	PH
PH-LAG	Laguna	Laguna	PH
PH-LAN	Mar Del Norte	North Sea	PH
PH-LAS	Lago Del Sur	South Lake	PH
PH-LEY	Leyte	Leyte	PH
PH-LUN	La Unión	La Union	PH
PH-MAD	Marinduke	Marinduke	PH
PH-MAG	Magindanaw	Magindanaw	PH
PH-MAS	Masbate	Masbate	PH
PH-MDC	Occidental Mindoro	Occidental Mindoro	PH
PH-MDR	Mindoro Oriental	Oriental Mindoro	PH
PH-MOU	Provincia De Montaña	Mountain Province	PH
PH-MSC	Misamis Occidental	Misamis Occidental	PH
PH-MSR	Oriental De Misamis	Eastern Misamis	PH
PH-NCO	Cotabato	Cotabato	PH
PH-NEC	Negros Occidental	Negros Occidental	PH
PH-NER	Visayas Oriental	Eastern Visayas	PH
PH-NSA	Northern Samar	Northern Samar	PH
PH-NUE	Nuweva Ecija	Nuweva Ecija	PH
PH-NUV	Nuweva Biskaya	Nuweva Biskaya	PH
PH-PAM	Pampanga	Pampanga	PH
PH-PAN	Pangasinan	Pangasinan	PH
PH-PLW	Palawan	Palawan	PH
PH-QUE	Keson	Keson	PH
PH-QUI	Kirino	Kirino	PH
PH-RIZ	Risal	Risàl	PH
PH-ROM	Romblon	Romblon	PH
PH-SAR	Sarangani	Sarangani	PH
PH-SCO	Cotabato Del Sur	South Cotabato	PH
PH-SIG	Sikihor	Sikihor	PH
PH-SLE	Southern Leyte	Southern Leyte	PH
PH-SLU	Sulu	Sulu	PH
PH-SOR	Sorsogon	Sorsogon	PH
PH-SUK	Sultan Kudarat	Sultan Kudarat	PH
PH-SUN	El Norte De Surigao	Northern Surigao	PH
PH-SUR	Surigao Del Sur	South Surigao	PH
PH-TAR	Tarlac	Tarlac	PH
PH-TAW	Tawi-Tawi	Tawi-Tawi	PH
PH-WSA	Samar	Samar	PH
PH-ZAN	Norte Sambuwangga	North Sambuwangga	PH
PH-ZAS	Sur Sambuwangga	South Sambuwangga	PH
PH-ZMB	Sambales	Sambales	PH
PH-ZSI	Sambuwangga Sibugay	Sambuwangga Sibugay	PH
PK-BA	Baluchistán	Balōchistān	PK
PK-GB	Gilgit-Baltistan	Gilgit-Baltistān	PK
PK-IS	Islamabad	Islamabad	PK
PK-JK	Azad Kashmir	Āzād Kashmīr	PK
PK-KP	Jaibar Pakhtūnkhwās	Khaībar Pakhtūnkhwās	PK
PK-PB	Punjab	Punjāb	PK
PK-SD	Sind	Sindh	PK
PL-DS	Baja Silesia	Lower Silesia	PL
PL-KP	Cuyavia Y Pomerania	Kuyavian-Pomeranian	PL
PL-LB	Lubuskie	Lubuskie	PL
PL-LD	Lodz	Lodz	PL
PL-LU	Lublin	Lublin	PL
PL-MA	Małopolskie	Małopolskie	PL
PL-MZ	Mazowieckie	Mazowieckie	PL
PL-OP	Opole	Opole	PL
PL-PD	Podlasie	Podlasie	PL
PL-PK	Podkarpackie	Podkarpackie	PL
PL-PM	Pomorskie	Pomorskie	PL
PL-SK	Swietokrzyskie	Swietokrzyskie	PL
PL-SL	Silesia	Silesian	PL
PL-WN	Warmia Y Masuria	Warmia-Masurian	PL
PL-WP	Wielkopolskie	Wielkopolskie	PL
PL-ZP	Pomerania Occidental	West Pomeranian	PL
PM-0	Miquelon	Miquelon	PM
PM-1	San Pedro	Saint Pierre	PM
PN-0	Islas Pitcairn	Pitcairn Islands	PN
PR-0	Adjuntas	Adjuntas	PR
PR-1	Aguada	Aguada	PR
PR-10	Bayamon	Bayamon	PR
PR-11	Cabo Rojo	Cabo Rojo	PR
PR-12	Caguas	Caguas	PR
PR-13	Camuy	Camuy	PR
PR-14	Canovanas	Canovanas	PR
PR-15	Carolina	Carolina	PR
PR-16	Cat	Cat	PR
PR-17	Ceiba	Ceiba	PR
PR-18	Ciales	Ciales	PR
PR-19	Cidra	Citron	PR
PR-2	Aguadilla	Aguadilla	PR
PR-20	Coamo	Coamo	PR
PR-21	Comerio	Comerio	PR
PR-22	Corozal	Corozal	PR
PR-23	Culebra	Culebra	PR
PR-24	Dorado	Dorado	PR
PR-25	Fajardo	Fajardo	PR
PR-26	Florida	Florida	PR
PR-27	Guanica	Guanica	PR
PR-28	Guayama	Guayama	PR
PR-29	Guayanilla	Guayanilla	PR
PR-3	Aguas Buenas	Aguas Buenas	PR
PR-30	Guaynabo	Guaynabo	PR
PR-31	Gurabo	Gurabo	PR
PR-32	Hatillo	Hatillo	PR
PR-33	Hormigueros	Hormigueros	PR
PR-34	Humacao	Humacao	PR
PR-35	Isabe	Isabe	PR
PR-36	Juana Diaz	Juana Diaz	PR
PR-37	Juncos	Juncos	PR
PR-38	Lajas	Lajas	PR
PR-39	Lares	Lares	PR
PR-4	Aibonito	Aibonito	PR
